monthly_income,monthly_expenses,monthly_emi,cash_flow_surplus,debt_to_income,average_balance,minimum_balance_ratio,income_stability,expense_volatility,transaction_regularity,negative_cashflow_months,income_trend_3m,utility_payment_consistency,digital_transaction_ratio,savings_rate,failed_payment_count,non_debt_recurring_obligations,existing_debt_amount,credit_history_available,credit_history_length,default_probability_ground_truth,default_risk
71902.84,35229.01,0.0,36673.83,0.0,223510.42,0.7517,0.973,0.102,0.97,0,0.0337,0.981,0.781,0.51,0,8265.67,0.0,0,0,0.0004,0
103287.35,64364.08,8000.0,30923.27,0.0775,132377.1,0.2922,0.835,0.192,0.866,0,0.254,0.899,0.844,0.2994,0,7036.37,144000.0,0,0,0.1197,0
28197.06,21280.06,12000.0,-5083.0,0.4256,847.4,0.0177,0.912,0.086,0.774,24,-0.1858,0.586,0.691,0.0,1,6763.71,288000.0,0,0,1.0,1
71335.55,35432.36,3000.0,32903.19,0.0421,199640.94,0.7396,0.975,0.097,0.96,0,0.0562,0.98,0.802,0.4612,0,6962.88,45000.0,0,0,0.0009,0
87678.43,54859.29,12000.0,20819.14,0.1369,104412.85,0.3818,0.824,0.22,0.846,0,0.243,0.865,0.781,0.2374,0,11122.15,216000.0,1,21,0.5464,1
36561.93,27768.88,8000.0,793.04,0.2188,7427.15,0.1406,0.903,0.108,0.621,11,-0.2345,0.716,0.535,0.0217,4,5664.75,192000.0,1,6,1.0,1
33948.06,25988.37,12000.0,-4040.32,0.3535,758.24,0.0147,0.924,0.082,0.714,23,-0.1605,0.619,0.657,0.0,3,5578.72,288000.0,0,0,1.0,1
57911.65,36682.77,0.0,21228.89,0.0,106889.53,0.3607,0.884,0.126,0.855,0,0.0537,0.963,0.919,0.3666,0,3857.44,0.0,0,0,0.0486,0
90347.43,56196.63,16000.0,18150.8,0.1771,82942.74,0.2845,0.804,0.227,0.897,0,0.5,0.919,0.818,0.2009,0,6678.65,288000.0,1,11,0.5543,1
89242.18,55856.76,4000.0,29385.42,0.0448,121272.21,0.2824,0.857,0.162,0.833,0,0.3167,0.906,0.805,0.3293,0,11694.05,72000.0,0,0,0.0728,0
15900.46,11983.69,16000.0,-12083.23,1.0063,500.0,0.0314,0.918,0.079,0.72,24,-0.1393,0.673,0.654,0.0,2,5378.03,384000.0,0,0,1.0,1
17956.28,13490.34,20000.0,-15534.06,1.1138,536.68,0.0278,0.925,0.102,0.654,24,-0.1373,0.552,0.608,0.0,1,5297.11,480000.0,1,13,1.0,1
36590.33,23401.4,0.0,13188.93,0.0,68182.59,0.406,0.896,0.13,0.811,0,-0.0419,0.958,0.91,0.3604,0,3004.71,0.0,0,0,0.1639,0
65098.15,31466.21,3000.0,30631.94,0.0461,189996.77,0.7923,0.971,0.09,0.969,0,0.0635,0.945,0.842,0.4706,0,7006.49,45000.0,0,0,0.0009,0
70422.08,34343.06,0.0,36079.02,0.0,212049.43,0.652,0.971,0.116,0.969,0,0.047,0.989,0.839,0.5123,0,7022.1,0.0,0,0,0.0007,0
20540.25,15963.42,16000.0,-11423.17,0.779,548.2,0.0243,0.915,0.108,0.575,24,-0.2005,0.691,0.651,0.0,1,5566.39,384000.0,0,0,1.0,1
76077.23,37997.9,0.0,38079.33,0.0,226801.57,0.6619,0.974,0.11,0.955,0,0.0393,0.978,0.836,0.5005,0,6216.03,0.0,1,6,0.0005,0
109410.1,68972.73,16000.0,24437.37,0.1462,105402.59,0.2479,0.834,0.188,0.911,0,0.426,0.87,0.726,0.2234,0,9374.76,288000.0,0,0,0.305,0
57255.65,28545.94,0.0,28709.71,0.0,177175.5,0.8338,0.973,0.096,0.956,0,0.0352,0.99,0.806,0.5014,0,8762.74,0.0,0,0,0.0008,0
31724.33,20285.13,3500.0,7939.2,0.1103,50669.91,0.6162,0.905,0.088,0.858,0,-0.0656,0.902,0.96,0.2503,0,4639.03,42000.0,0,0,0.1738,0
86884.9,44191.67,0.0,42693.23,0.0,235451.8,0.4852,0.972,0.094,0.907,0,0.0553,0.959,0.812,0.4914,0,7132.29,0.0,0,0,0.0006,0
25165.55,19207.76,20000.0,-14042.21,0.7947,520.21,0.0199,0.919,0.095,0.626,24,-0.1669,0.688,0.526,0.0,1,6061.07,480000.0,0,0,1.0,1
80869.86,48095.39,4000.0,28774.47,0.0495,128590.76,0.4316,0.846,0.159,0.872,0,0.4885,0.852,0.844,0.3558,0,8205.83,72000.0,1,14,0.0311,0
81368.77,39863.3,0.0,41505.48,0.0,229861.59,0.5333,0.977,0.081,0.922,0,0.0249,0.992,0.786,0.5101,0,7171.2,0.0,1,4,0.0004,0
31636.36,23551.38,16000.0,-7915.03,0.5057,584.04,0.0158,0.923,0.123,0.591,24,-0.1657,0.762,0.733,0.0,2,5884.84,384000.0,0,0,1.0,1
68271.35,33259.8,6000.0,29011.55,0.0879,171721.1,0.5606,0.974,0.086,0.933,0,0.0585,0.988,0.779,0.4249,0,7079.49,90000.0,0,0,0.0038,0
39609.98,24705.66,0.0,14904.32,0.0,77239.14,0.3583,0.908,0.106,0.861,0,0.0061,0.916,0.889,0.3763,0,3424.72,0.0,0,0,0.0964,0
38038.58,28493.79,12000.0,-2455.21,0.3155,609.2,0.0131,0.923,0.081,0.627,19,-0.1452,0.653,0.638,0.0,1,4858.03,288000.0,0,0,0.9999,1
34305.76,22481.93,0.0,11823.83,0.0,66104.16,0.5436,0.881,0.164,0.832,0,-0.1504,0.877,0.853,0.3447,0,3544.9,0.0,0,0,0.3558,1
44194.56,22614.07,3000.0,18580.49,0.0679,126116.68,0.9452,0.969,0.101,0.937,0,0.0603,0.951,0.899,0.4204,0,5672.81,45000.0,1,6,0.0039,0
28195.14,21675.18,8000.0,-1480.04,0.2837,1379.79,0.0177,0.906,0.113,0.779,21,-0.2022,0.642,0.709,0.0,1,6571.0,192000.0,0,0,0.9999,1
20484.77,15772.12,20000.0,-15287.35,0.9763,512.91,0.0244,0.923,0.113,0.613,24,-0.1438,0.6,0.69,0.0,1,5584.99,480000.0,1,12,1.0,1
31319.88,23718.78,12000.0,-4398.9,0.3831,1098.73,0.016,0.915,0.107,0.676,24,-0.1726,0.617,0.527,0.0,2,5756.29,288000.0,1,7,1.0,1
26243.65,19907.39,20000.0,-13663.74,0.7621,524.95,0.0191,0.91,0.103,0.598,24,-0.1403,0.689,0.549,0.0,2,6509.65,480000.0,1,17,1.0,1
21020.12,15792.86,20000.0,-14772.73,0.9515,500.0,0.0238,0.911,0.121,0.609,24,-0.1536,0.539,0.742,0.0,1,6580.09,480000.0,1,34,1.0,1
25638.38,20060.5,8000.0,-2422.13,0.312,1987.99,0.0195,0.919,0.094,0.645,23,-0.1599,0.751,0.653,0.0,4,4974.31,192000.0,1,27,1.0,1
76706.39,39018.56,6000.0,31687.83,0.0782,199985.42,0.7362,0.973,0.088,0.919,0,0.0603,0.978,0.845,0.4131,0,5517.41,90000.0,0,0,0.0012,0
41658.89,27085.04,0.0,14573.86,0.0,77551.51,0.4407,0.883,0.127,0.892,0,-0.0087,0.962,0.93,0.3498,0,4777.62,0.0,0,0,0.0845,1
94664.3,60152.35,4000.0,30511.95,0.0423,144600.73,0.4087,0.862,0.153,0.885,0,0.1523,0.838,0.742,0.3223,0,6386.89,72000.0,1,5,0.0605,0
77131.39,46932.07,12000.0,18199.31,0.1556,97204.2,0.494,0.846,0.155,0.939,0,0.2518,0.828,0.882,0.236,1,6451.27,216000.0,0,0,0.3759,1
52801.48,26207.93,3000.0,23593.55,0.0568,144489.58,0.7105,0.973,0.113,0.979,0,0.054,0.95,0.756,0.4468,0,7749.66,45000.0,1,9,0.006,0
94911.86,47738.25,0.0,47173.61,0.0,256413.5,0.4876,0.972,0.086,0.932,0,0.0593,0.936,0.915,0.497,0,8161.1,0.0,0,0,0.0002,0
25318.85,16182.49,0.0,9136.36,0.0,48939.1,0.4884,0.888,0.13,0.824,0,0.1038,0.888,0.847,0.3609,1,4107.44,0.0,0,0,0.3951,0
55861.28,28161.84,0.0,27699.44,0.0,181204.09,0.932,0.975,0.102,0.978,0,0.0447,0.973,0.776,0.4959,0,5301.7,0.0,0,0,0.0007,0
56589.28,28502.69,0.0,28086.59,0.0,161965.85,0.6165,0.97,0.074,0.928,0,0.0617,0.941,0.845,0.4963,0,7845.72,0.0,0,0,0.0018,0
57039.09,28326.97,0.0,28712.12,0.0,172065.68,0.7288,0.973,0.072,0.954,0,0.0532,0.933,0.8,0.5034,0,6095.38,0.0,0,0,0.0011,0
110192.15,67869.06,12000.0,30323.09,0.1089,139985.39,0.3504,0.857,0.196,0.928,0,0.372,0.917,0.79,0.2752,0,11294.78,216000.0,0,0,0.0693,0
26203.27,20057.16,8000.0,-1853.89,0.3053,716.53,0.0191,0.905,0.111,0.746,22,-0.2298,0.654,0.644,0.0,1,4055.17,192000.0,1,15,0.9999,1
89130.08,43179.22,3000.0,42950.86,0.0337,240472.94,0.5222,0.972,0.093,0.943,0,0.0597,0.978,0.895,0.4819,0,6299.88,45000.0,0,0,0.0004,0
73120.91,44191.91,8000.0,20929.0,0.1094,106295.17,0.405,0.817,0.243,0.938,0,0.4125,0.952,0.76,0.2862,0,8134.58,144000.0,1,15,0.2857,0
79397.78,49735.46,4000.0,25662.32,0.0504,123468.57,0.4991,0.823,0.205,0.904,0,0.3941,0.869,0.8,0.3232,0,9076.31,72000.0,0,0,0.0883,0
72275.01,37565.19,6000.0,28709.82,0.083,170103.12,0.5141,0.976,0.094,0.911,0,0.0484,0.924,0.79,0.3972,0,6274.11,90000.0,0,0,0.0071,0
86855.54,44460.08,3000.0,39395.45,0.0345,218381.01,0.4569,0.971,0.08,0.914,0,0.0601,0.958,0.821,0.4536,0,7459.82,45000.0,1,10,0.001,0
93826.92,58750.9,16000.0,19076.02,0.1705,101760.91,0.4373,0.858,0.185,0.935,0,0.2141,0.927,0.795,0.2033,0,11352.63,288000.0,0,0,0.2783,0
37442.57,23422.47,0.0,14020.1,0.0,73883.64,0.4852,0.882,0.14,0.855,0,0.2949,0.912,0.835,0.3744,0,4149.78,0.0,0,0,0.0801,1
30930.73,19936.06,0.0,10994.67,0.0,57007.85,0.4349,0.905,0.13,0.918,0,0.0144,0.963,0.876,0.3555,1,4588.17,0.0,0,0,0.2346,0
69277.93,34456.95,0.0,34820.99,0.0,205808.27,0.7208,0.975,0.083,0.942,0,0.0505,0.957,0.897,0.5026,0,7912.8,0.0,0,0,0.0004,0
142834.81,87821.88,16000.0,39012.93,0.112,167654.43,0.2832,0.841,0.19,0.855,0,0.2571,0.848,0.741,0.2731,2,7285.13,288000.0,0,0,0.3644,0
73881.75,46946.74,4000.0,22935.02,0.0541,104441.4,0.4187,0.839,0.18,0.846,0,0.4242,0.96,0.89,0.3104,0,7744.1,72000.0,0,0,0.0676,0
39061.2,25385.22,2500.0,11175.97,0.064,60333.32,0.3939,0.917,0.12,0.896,0,0.0822,0.968,0.867,0.2861,0,4579.42,30000.0,0,0,0.1411,0
34009.61,21886.74,2500.0,9622.87,0.0735,56693.28,0.5378,0.891,0.153,0.817,0,-0.0843,0.971,0.902,0.2829,0,4427.06,30000.0,0,0,0.3377,0
97659.67,59252.35,4000.0,34407.32,0.041,144846.0,0.3001,0.88,0.148,0.907,0,0.267,0.857,0.841,0.3523,1,8377.19,72000.0,0,0,0.0556,0
31206.13,20119.82,1500.0,9586.31,0.0481,51070.91,0.4292,0.896,0.15,0.85,0,0.1053,0.886,0.896,0.3072,0,4303.7,18000.0,0,0,0.3135,0
37090.07,23228.61,0.0,13861.46,0.0,74633.96,0.5308,0.887,0.157,0.838,0,-0.0681,0.879,0.896,0.3737,0,3852.1,0.0,0,0,0.2114,0
41648.35,26887.65,0.0,14760.7,0.0,81086.86,0.4844,0.898,0.121,0.895,0,-0.1,0.903,0.919,0.3544,0,3892.96,0.0,0,0,0.0966,0
36262.31,17976.22,0.0,18286.09,0.0,129161.08,1.2533,0.974,0.093,0.934,0,0.058,0.921,0.897,0.5043,0,7174.15,0.0,0,0,0.0009,0
63033.31,30975.93,0.0,32057.38,0.0,196853.03,0.81,0.975,0.089,0.941,0,0.055,0.948,0.761,0.5086,0,8403.7,0.0,1,13,0.0007,0
77396.35,38161.32,0.0,39235.03,0.0,235795.96,0.7399,0.972,0.095,0.972,0,0.0461,0.948,0.859,0.5069,0,7237.67,0.0,0,0,0.0003,0
28753.7,21819.07,20000.0,-13065.37,0.6956,500.0,0.0174,0.911,0.113,0.697,24,-0.1893,0.768,0.624,0.0,4,5266.95,480000.0,0,0,1.0,1
53648.97,33484.23,0.0,20164.73,0.0,99346.24,0.2768,0.889,0.12,0.827,0,-0.2197,0.852,0.891,0.3759,0,4822.77,0.0,0,0,0.2254,1
31329.3,19535.73,2500.0,9293.56,0.0798,54117.35,0.5266,0.901,0.152,0.8,0,-0.0203,0.956,0.824,0.2966,0,3659.41,30000.0,0,0,0.3857,1
61644.84,37842.74,8000.0,15802.11,0.1298,80063.01,0.4166,0.869,0.14,0.878,0,0.2043,0.91,0.74,0.2563,0,11773.84,144000.0,0,0,0.2742,0
48514.56,23065.88,0.0,25448.68,0.0,167133.4,1.0767,0.969,0.078,0.93,0,0.0528,0.935,0.77,0.5246,1,7919.64,0.0,0,0,0.0016,0
33309.07,25484.07,16000.0,-8175.01,0.4803,529.18,0.015,0.901,0.119,0.58,24,-0.2093,0.531,0.682,0.0,2,6379.25,384000.0,0,0,1.0,1
30738.64,19226.07,1500.0,10012.58,0.0488,52279.54,0.444,0.901,0.108,0.83,0,0.1141,0.851,0.891,0.3257,0,4789.53,18000.0,0,0,0.2155,0
46566.47,23681.1,6000.0,16885.37,0.1288,111320.88,0.7262,0.973,0.098,0.923,0,0.045,0.983,0.762,0.3626,0,5777.66,90000.0,1,3,0.02,0
102516.26,64483.19,8000.0,30033.06,0.078,140300.7,0.4123,0.855,0.178,0.865,0,0.3779,0.903,0.85,0.293,0,11152.34,144000.0,1,13,0.0434,0
91961.29,45066.72,0.0,46894.57,0.0,259021.6,0.4922,0.97,0.098,0.966,0,0.0588,0.97,0.764,0.5099,0,5926.78,0.0,0,0,0.0003,0
101422.47,63083.69,4000.0,34338.78,0.0394,154083.9,0.3694,0.855,0.156,0.937,0,0.2824,0.823,0.838,0.3386,0,8334.91,72000.0,1,17,0.0243,0
74196.68,36952.35,6000.0,31244.33,0.0809,179776.88,0.5178,0.972,0.097,0.925,0,0.06,0.988,0.908,0.4211,0,7505.4,90000.0,0,0,0.0028,0
90967.53,55083.32,4000.0,31884.21,0.044,141673.82,0.3474,0.838,0.173,0.861,0,0.3976,0.871,0.844,0.3505,0,8845.96,72000.0,0,0,0.0421,0
72827.41,45211.03,16000.0,11616.38,0.2197,73505.83,0.4838,0.822,0.192,0.862,0,0.3148,0.908,0.754,0.1595,0,8737.1,288000.0,0,0,0.6779,1
62305.27,38776.09,8000.0,15529.18,0.1284,83074.95,0.5059,0.838,0.154,0.838,0,0.3058,0.854,0.85,0.2492,0,6746.65,144000.0,0,0,0.2764,0
37974.93,29301.79,8000.0,673.14,0.2107,5374.56,0.0802,0.921,0.113,0.552,10,-0.2221,0.766,0.557,0.0177,3,4529.78,192000.0,1,15,0.9999,1
69899.87,34632.46,0.0,35267.41,0.0,208247.34,0.7067,0.972,0.108,0.98,0,0.0612,0.953,0.871,0.5045,0,7654.27,0.0,0,0,0.0006,0
58105.38,29139.36,0.0,28966.02,0.0,188314.49,0.9729,0.977,0.088,0.945,0,0.0308,0.931,0.804,0.4985,0,7274.51,0.0,0,0,0.0006,0
122623.37,72704.41,12000.0,37918.96,0.0979,160977.57,0.268,0.84,0.153,0.826,0,0.2837,0.911,0.848,0.3092,0,9100.69,216000.0,0,0,0.0388,0
36006.56,18039.76,0.0,17966.79,0.0,114596.89,0.9134,0.97,0.097,0.94,0,0.0552,0.98,0.751,0.499,0,7679.5,0.0,0,0,0.0037,0
63261.27,32258.23,0.0,31003.04,0.0,186942.03,0.7469,0.974,0.083,0.931,0,0.0354,0.943,0.833,0.4901,0,6737.51,0.0,1,2,0.0009,0
65025.19,39670.15,12000.0,13355.03,0.1845,77420.44,0.4681,0.841,0.16,0.899,0,0.1973,0.894,0.742,0.2054,0,11816.24,216000.0,0,0,0.5001,1
51471.89,25507.85,3000.0,22964.03,0.0583,147866.3,0.8351,0.976,0.095,0.938,0,0.0439,0.974,0.779,0.4461,0,5324.9,45000.0,1,8,0.0032,0
68446.04,34352.11,3000.0,31093.93,0.0438,187082.48,0.6687,0.973,0.089,0.922,0,0.0444,0.928,0.78,0.4543,0,7656.05,45000.0,0,0,0.0021,0
34520.22,21371.5,0.0,13148.72,0.0,69522.6,0.4994,0.894,0.119,0.901,0,-0.0551,0.877,0.859,0.3809,0,3658.06,0.0,0,0,0.1287,0
103741.46,61249.55,8000.0,34491.91,0.0771,147407.49,0.306,0.861,0.145,0.87,0,0.3775,0.956,0.736,0.3325,0,10520.78,144000.0,1,23,0.024,0
46328.55,28759.03,0.0,17569.52,0.0,90370.66,0.4475,0.898,0.127,0.892,0,0.062,0.974,0.942,0.3792,0,3374.95,0.0,0,0,0.0405,0
91377.27,55647.23,16000.0,19730.04,0.1751,97429.37,0.3505,0.849,0.136,0.908,0,0.3573,0.9,0.74,0.2159,0,7588.31,288000.0,0,0,0.2108,1
30466.99,19432.39,0.0,11034.6,0.0,56913.6,0.4432,0.899,0.123,0.871,0,-0.0421,0.957,0.838,0.3622,0,3158.44,0.0,0,0,0.1615,1
87512.78,53338.47,8000.0,26174.31,0.0914,109325.1,0.286,0.832,0.175,0.849,0,0.4011,0.86,0.871,0.2991,0,7179.0,144000.0,1,4,0.1541,1
15893.27,12035.07,12000.0,-8141.8,0.755,671.0,0.0315,0.916,0.122,0.739,24,-0.1484,0.566,0.516,0.0,4,6687.31,288000.0,1,24,1.0,1
79363.2,40265.98,0.0,39097.22,0.0,220984.94,0.5899,0.975,0.085,0.91,0,0.048,0.956,0.81,0.4926,0,7884.84,0.0,0,0,0.0006,0
38772.42,24134.57,0.0,14637.84,0.0,71260.45,0.3676,0.902,0.107,0.813,0,0.0247,0.94,0.943,0.3775,0,4088.8,0.0,0,0,0.0972,0
36446.03,22893.95,0.0,13552.08,0.0,68456.41,0.4136,0.884,0.128,0.873,0,0.0363,0.954,0.845,0.3718,1,4977.6,0.0,0,0,0.2573,1
59717.23,29596.56,6000.0,24120.66,0.1005,146757.98,0.6208,0.975,0.112,0.976,0,0.0495,0.928,0.779,0.4039,0,5980.18,90000.0,0,0,0.0106,0
98961.62,62447.55,4000.0,32514.08,0.0404,135716.7,0.3107,0.838,0.153,0.937,0,0.4695,0.85,0.79,0.3286,0,8751.35,72000.0,1,23,0.0266,0
42102.08,27034.02,3500.0,11568.05,0.0831,55288.26,0.2866,0.889,0.145,0.811,0,0.1477,0.953,0.858,0.2748,0,3775.96,42000.0,0,0,0.3854,1
36849.37,23529.65,2500.0,10819.72,0.0678,59378.19,0.3874,0.9,0.129,0.923,0,-0.0015,0.917,0.866,0.2936,0,3523.98,30000.0,0,0,0.2487,1
64664.49,32132.26,0.0,32532.23,0.0,196352.11,0.7463,0.97,0.087,0.956,0,0.0514,0.995,0.812,0.5031,0,6629.95,0.0,1,1,0.0006,0
84809.89,50922.03,12000.0,21887.85,0.1415,97314.48,0.3439,0.843,0.169,0.912,0,0.4595,0.821,0.86,0.2581,0,6329.88,216000.0,1,21,0.1935,0
69122.64,34872.5,0.0,34250.15,0.0,210872.9,0.7721,0.974,0.099,0.915,0,0.0524,0.959,0.863,0.4955,0,7648.28,0.0,0,0,0.0006,0
68638.75,33881.68,0.0,34757.07,0.0,207030.86,0.6929,0.973,0.09,0.912,0,0.056,0.953,0.769,0.5064,0,6454.97,0.0,0,0,0.0008,0
67738.3,42553.76,16000.0,9184.54,0.2362,59458.29,0.4835,0.847,0.158,0.929,0,0.3365,0.886,0.865,0.1356,0,7600.37,288000.0,0,0,0.5,0
46308.99,29226.86,1500.0,15582.13,0.0324,78237.39,0.3834,0.87,0.134,0.841,0,0.0941,0.899,0.836,0.3365,0,3900.06,18000.0,0,0,0.1995,0
35548.11,26498.12,16000.0,-6950.0,0.4501,877.09,0.0141,0.92,0.094,0.708,24,-0.1909,0.568,0.506,0.0,3,6558.51,384000.0,1,23,1.0,1
40828.39,25807.33,1500.0,13521.06,0.0367,68862.58,0.3584,0.887,0.13,0.837,0,0.0856,0.87,0.944,0.3312,0,3424.15,18000.0,0,0,0.2133,0
61731.01,30685.12,0.0,31045.89,0.0,191486.38,0.8017,0.972,0.091,0.963,0,0.0461,0.972,0.757,0.5029,0,6156.19,0.0,1,13,0.0007,0
71616.43,36212.78,3000.0,32403.66,0.0419,195891.46,0.6956,0.974,0.099,0.919,0,0.0542,0.93,0.842,0.4525,0,8881.52,45000.0,1,4,0.0015,0
46207.99,29459.94,0.0,16748.05,0.0,88803.3,0.4378,0.928,0.119,0.867,0,0.0639,0.854,0.921,0.3624,0,4573.62,0.0,0,0,0.0638,0
69351.3,34800.9,3000.0,31550.4,0.0433,179935.35,0.543,0.975,0.077,0.905,0,0.0515,0.943,0.81,0.4549,0,6571.29,45000.0,1,3,0.0024,0
42005.77,27436.98,1500.0,13068.79,0.0357,70903.65,0.4776,0.904,0.146,0.812,0,0.0238,0.882,0.911,0.3111,0,4624.46,18000.0,0,0,0.22,1
66239.38,35230.93,3000.0,28008.46,0.0453,173036.11,0.7113,0.975,0.07,0.956,0,0.0465,0.961,0.829,0.4228,0,8542.72,45000.0,1,1,0.0014,0
64440.14,40368.32,8000.0,16071.82,0.1241,77541.53,0.423,0.836,0.167,0.943,0,0.5,0.874,0.831,0.2494,0,11099.2,144000.0,0,0,0.1789,1
84592.81,41911.25,3000.0,39681.56,0.0355,234724.91,0.6391,0.974,0.104,0.936,0,0.043,0.967,0.878,0.4691,0,8959.79,45000.0,1,8,0.0005,0
147021.19,90850.51,16000.0,40170.68,0.1088,180470.33,0.3135,0.855,0.166,0.912,0,0.2976,0.827,0.811,0.2732,0,9765.39,288000.0,1,5,0.03,0
35479.71,22438.24,3500.0,9541.47,0.0986,55687.77,0.4865,0.909,0.122,0.852,0,-0.0056,0.882,0.957,0.2689,0,3053.41,42000.0,0,0,0.272,0
44744.02,28723.34,1500.0,14520.68,0.0335,70656.79,0.3229,0.883,0.153,0.818,0,0.1094,0.905,0.878,0.3245,0,4978.23,18000.0,0,0,0.283,1
58966.4,30854.56,3000.0,25111.85,0.0509,152603.1,0.6156,0.971,0.099,0.939,0,0.0645,0.974,0.855,0.4259,0,5899.75,45000.0,1,12,0.0042,0
33747.68,21447.29,3500.0,8800.39,0.1037,55418.0,0.5515,0.885,0.156,0.845,0,0.0928,0.93,0.86,0.2608,0,4446.25,42000.0,0,0,0.3491,0
95768.4,59927.44,16000.0,19840.96,0.1671,106214.53,0.3834,0.868,0.198,0.883,0,0.2128,0.938,0.763,0.2072,0,7010.39,288000.0,0,0,0.3662,0
30529.91,19633.78,1500.0,9396.13,0.0491,51052.39,0.453,0.903,0.116,0.867,0,0.0498,0.95,0.954,0.3078,0,4906.11,18000.0,0,0,0.148,0
45433.38,34560.36,16000.0,-5126.98,0.3522,726.13,0.011,0.896,0.128,0.776,24,-0.2454,0.645,0.561,0.0,2,6569.42,384000.0,1,20,1.0,1
25524.28,16265.14,0.0,9259.14,0.0,57459.59,0.7618,0.896,0.138,0.926,0,-0.1127,0.934,0.935,0.3628,0,3829.04,0.0,0,0,0.0797,0
52778.13,25670.57,3000.0,24107.56,0.0568,154718.58,0.8471,0.973,0.095,0.926,0,0.0556,0.989,0.785,0.4568,0,5500.35,45000.0,0,0,0.0025,0
31942.99,23904.92,8000.0,38.06,0.2504,4058.18,0.0895,0.919,0.082,0.692,13,-0.1445,0.588,0.697,0.0012,3,4709.05,192000.0,0,0,0.9999,1
34843.24,21649.21,1500.0,11694.03,0.043,66463.66,0.5825,0.899,0.138,0.927,0,0.1294,0.88,0.939,0.3356,0,4682.02,18000.0,0,0,0.0919,0
34970.2,27167.66,8000.0,-197.46,0.2288,5692.43,0.1227,0.919,0.102,0.638,16,-0.1773,0.761,0.603,0.0,4,6563.03,192000.0,1,9,1.0,1
81716.42,40745.25,0.0,40971.17,0.0,240662.09,0.6476,0.975,0.094,0.91,0,0.0526,0.993,0.848,0.5014,0,5092.37,0.0,0,0,0.0003,0
109936.83,69493.47,4000.0,36443.36,0.0364,160414.28,0.3704,0.855,0.191,0.928,0,0.3254,0.855,0.799,0.3315,0,8295.84,72000.0,0,0,0.0275,0
75157.52,36896.98,3000.0,35260.54,0.0399,214797.08,0.7612,0.973,0.088,0.976,0,0.0519,0.922,0.853,0.4692,0,7072.85,45000.0,1,12,0.0006,0
29382.28,19052.99,0.0,10329.29,0.0,58951.51,0.6174,0.897,0.126,0.918,0,0.0355,0.911,0.829,0.3515,0,3487.49,0.0,0,0,0.0937,1
49927.35,30509.65,0.0,19417.71,0.0,101730.12,0.4115,0.875,0.154,0.803,0,-0.0905,0.934,0.861,0.3889,0,4771.13,0.0,0,0,0.1721,1
39628.89,25450.72,2500.0,11678.17,0.0631,59212.48,0.3057,0.9,0.139,0.893,0,0.022,0.921,0.857,0.2947,1,3714.36,30000.0,0,0,0.5275,0
26148.98,19864.92,12000.0,-5715.94,0.4589,534.91,0.0191,0.895,0.143,0.664,24,-0.2184,0.596,0.663,0.0,1,6707.27,288000.0,0,0,1.0,1
42142.8,26587.17,1500.0,14055.63,0.0356,69433.8,0.3484,0.898,0.14,0.927,0,0.0027,0.964,0.831,0.3335,0,3289.22,18000.0,0,0,0.173,0
113974.64,69734.19,12000.0,32240.45,0.1053,143818.75,0.3157,0.88,0.159,0.924,0,0.2024,0.831,0.881,0.2829,0,6557.61,216000.0,0,0,0.0583,1
46678.01,23879.96,0.0,22798.05,0.0,149375.39,0.9704,0.972,0.095,0.907,0,0.0386,0.925,0.915,0.4884,0,8344.07,0.0,0,0,0.0014,0
29896.77,23057.71,8000.0,-1160.93,0.2676,796.24,0.0167,0.908,0.137,0.638,20,-0.1686,0.538,0.692,0.0,4,6888.78,192000.0,0,0,1.0,1
37153.94,23096.07,1500.0,12557.87,0.0404,66566.87,0.4337,0.895,0.13,0.842,0,-0.1772,0.875,0.911,0.338,0,3809.04,18000.0,0,0,0.3266,0
45510.47,29356.55,1500.0,14653.92,0.033,76184.47,0.3787,0.897,0.131,0.862,0,-0.1193,0.962,0.86,0.322,0,4769.46,18000.0,0,0,0.2006,0
69031.97,35433.54,0.0,33598.43,0.0,190562.55,0.5818,0.976,0.087,0.977,0,0.0469,0.98,0.856,0.4867,0,6106.32,0.0,0,0,0.0008,0
83020.35,50728.14,4000.0,28292.21,0.0482,130934.33,0.4286,0.87,0.179,0.882,0,0.1916,0.875,0.765,0.3408,0,11037.71,72000.0,0,0,0.0794,0
58171.89,27760.24,0.0,30411.65,0.0,175470.25,0.6477,0.974,0.068,0.94,0,0.0475,0.944,0.88,0.5228,0,6932.0,0.0,0,0,0.0009,0
47724.9,24491.52,0.0,23233.38,0.0,141322.43,0.8162,0.974,0.069,0.935,0,0.0554,0.99,0.798,0.4868,0,6767.42,0.0,0,0,0.0014,0
42493.45,26275.15,3500.0,12718.3,0.0824,68409.26,0.3122,0.887,0.113,0.839,0,-0.0897,0.917,0.857,0.2993,0,4137.04,42000.0,0,0,0.3703,1
62845.76,31073.23,0.0,31772.53,0.0,191897.88,0.7274,0.975,0.099,0.971,0,0.0523,0.999,0.844,0.5056,0,7371.18,0.0,0,0,0.0006,0
31080.61,19112.73,1500.0,10467.87,0.0483,60106.18,0.6156,0.888,0.13,0.863,0,0.1154,0.948,0.874,0.3368,0,4640.38,18000.0,0,0,0.1114,0
35481.52,22247.71,0.0,13233.81,0.0,67630.25,0.4394,0.888,0.15,0.875,0,0.1237,0.939,0.824,0.373,0,3755.4,0.0,0,0,0.1435,0
