monthly_income,monthly_expenses,monthly_emi,cash_flow_surplus,debt_to_income,average_balance,income_stability,expense_volatility,transaction_regularity,savings_rate,failed_payment_count,recurring_obligation_amount,existing_debt_amount,credit_history_available,credit_history_length,default_probability_ground_truth,default_risk
43616.98,17514.23,0.0,26102.75,0.0,31348.01,0.911,0.066,0.888,0.5985,0,8577.42,0.0,1,5,0.0048,0
66496.92,36434.34,2500.0,27562.58,0.0376,13443.61,0.931,0.062,0.958,0.4521,0,8680.27,37500.0,0,0,0.0143,0
110138.97,60921.8,15000.0,34217.18,0.1362,49540.02,0.742,0.169,0.865,0.4469,0,10522.79,270000.0,0,0,0.0087,0
42632.49,26575.97,3000.0,13056.52,0.0704,13868.36,0.797,0.13,0.771,0.3766,0,3412.66,36000.0,0,0,0.3126,0
31201.51,24662.26,10000.0,-3460.75,0.3205,2082.59,0.614,0.287,0.696,0.2096,1,6365.37,240000.0,1,32,0.9992,1
46224.35,27764.23,10000.0,8460.11,0.2163,37041.57,0.826,0.166,0.858,0.3994,0,9884.87,180000.0,0,0,0.2837,0
39976.06,17292.42,0.0,22683.64,0.0,29647.04,0.945,0.104,0.901,0.5674,0,8705.54,0.0,0,0,0.008,0
35726.5,25318.26,3000.0,7408.24,0.084,18271.17,0.834,0.228,0.91,0.2913,0,3712.41,36000.0,0,0,0.3458,0
72844.95,31728.32,0.0,41116.63,0.0,42377.38,0.955,0.075,0.93,0.5644,0,7813.33,0.0,0,0,0.0004,0
32282.59,21405.96,1500.0,9376.63,0.0465,8686.33,0.741,0.11,0.779,0.3369,1,4405.64,18000.0,0,0,0.6911,1
32395.99,27255.96,6000.0,-859.97,0.1852,4798.27,0.638,0.318,0.708,0.1587,1,7092.55,144000.0,0,0,0.9957,1
42329.74,33757.99,10000.0,-1428.25,0.2362,1035.04,0.629,0.487,0.51,0.2025,4,6436.33,240000.0,1,17,1.0,1
58440.32,29625.26,0.0,28815.06,0.0,40279.59,0.913,0.114,0.952,0.4931,0,5716.55,0.0,0,0,0.0019,0
78434.59,43544.71,0.0,34889.88,0.0,29871.64,0.971,0.097,0.954,0.4448,0,8353.6,0.0,0,0,0.0017,0
59078.16,24813.04,2500.0,31765.12,0.0423,26946.91,0.902,0.112,0.894,0.58,0,9665.47,37500.0,0,0,0.008,0
53054.0,24855.8,0.0,28198.2,0.0,30300.14,0.931,0.117,0.927,0.5315,0,5595.79,0.0,0,0,0.0046,0
35350.09,23651.85,1500.0,10198.24,0.0424,13116.96,0.745,0.196,0.828,0.3309,0,4778.56,18000.0,0,0,0.3935,1
70148.85,37452.45,0.0,32696.4,0.0,11924.1,0.937,0.056,0.899,0.4661,0,9330.94,0.0,1,1,0.0088,0
45443.62,25134.25,2500.0,17809.37,0.055,32595.96,0.972,0.051,0.902,0.4469,0,8352.9,37500.0,1,1,0.0111,0
54546.86,27420.95,2500.0,24625.91,0.0458,30738.87,0.915,0.077,0.944,0.4973,0,9290.07,37500.0,0,0,0.0072,0
30454.06,21740.05,3000.0,5714.01,0.0985,8298.18,0.896,0.207,0.821,0.2861,0,5998.38,36000.0,0,0,0.6224,1
93573.91,62709.6,15000.0,15864.31,0.1603,19823.79,0.692,0.226,0.902,0.3298,0,11404.26,270000.0,0,0,0.4269,0
48192.51,30837.09,1500.0,15855.42,0.0311,2000.0,0.76,0.124,0.758,0.3601,0,4745.83,18000.0,0,0,0.3972,0
64171.46,44297.55,10000.0,9873.91,0.1558,33527.71,0.715,0.193,0.879,0.3097,0,7059.09,180000.0,0,0,0.2763,0
77764.1,49357.13,6000.0,22406.97,0.0772,25065.56,0.752,0.182,0.883,0.3653,2,6661.0,108000.0,0,0,0.4307,0
32693.29,23330.65,4500.0,4862.64,0.1376,6499.4,0.74,0.181,0.858,0.2864,0,4302.23,54000.0,0,0,0.7758,1
18000.0,12764.03,3000.0,2235.97,0.1667,10796.26,0.727,0.113,0.904,0.2909,0,5573.4,36000.0,0,0,0.6943,1
58368.44,42150.21,0.0,16218.23,0.0,18849.22,0.748,0.161,0.897,0.2779,1,5978.17,0.0,0,0,0.213,0
27938.49,24194.27,18000.0,-14255.78,0.6443,1579.53,0.537,0.405,0.729,0.134,2,4414.17,432000.0,0,0,1.0,1
38332.9,15466.15,5000.0,17866.76,0.1304,49975.0,0.943,0.097,0.975,0.5965,0,5946.19,75000.0,1,3,0.0067,0
49761.28,32422.92,10000.0,7338.36,0.201,25632.56,0.835,0.267,0.827,0.3484,0,11775.63,180000.0,1,20,0.6564,1
94772.15,43556.48,0.0,51215.68,0.0,24564.16,0.949,0.073,0.888,0.5404,0,8041.6,0.0,0,0,0.0007,0
78451.37,45612.96,10000.0,22838.41,0.1275,6311.44,0.721,0.295,0.94,0.4186,0,14282.7,180000.0,0,0,0.4738,0
74987.92,43353.2,2500.0,29134.73,0.0333,40686.87,0.98,0.085,0.963,0.4219,0,8456.93,37500.0,0,0,0.0016,0
80791.56,50502.75,6000.0,24288.81,0.0743,26915.74,0.848,0.222,0.834,0.3749,0,11884.55,108000.0,0,0,0.068,0
49235.32,19816.39,0.0,29418.93,0.0,35007.48,0.967,0.052,0.903,0.5975,0,7930.55,0.0,0,0,0.0019,0
92350.41,58075.26,3000.0,31275.15,0.0325,12974.76,0.845,0.223,0.809,0.3711,1,11276.41,54000.0,1,14,0.1964,0
64819.61,41561.12,6000.0,17258.49,0.0926,24537.07,0.705,0.151,0.908,0.3588,0,9555.36,108000.0,0,0,0.12,1
55763.84,40910.5,1500.0,13353.35,0.0269,11300.55,0.853,0.19,0.908,0.2664,0,3957.29,18000.0,0,0,0.1774,0
30860.2,24081.11,6000.0,779.09,0.1944,2983.2,0.625,0.42,0.622,0.2197,1,6624.52,144000.0,1,27,0.9987,1
90385.29,51016.95,3000.0,36368.33,0.0332,23672.86,0.819,0.291,0.898,0.4356,0,8265.7,54000.0,0,0,0.0248,0
34850.35,26425.64,14000.0,-5575.3,0.4017,2540.41,0.684,0.357,0.591,0.2417,3,6117.93,336000.0,1,24,1.0,1
34936.01,25728.85,0.0,9207.16,0.0,13736.27,0.847,0.143,0.804,0.2635,0,5243.68,0.0,0,0,0.2047,0
56711.1,30533.17,2500.0,23677.93,0.0441,37009.72,0.912,0.09,0.928,0.4616,0,6610.56,37500.0,0,0,0.0058,0
40696.39,26983.31,1500.0,12213.08,0.0369,12648.9,0.714,0.23,0.799,0.337,0,5937.34,18000.0,0,0,0.4578,1
55771.59,22981.98,2500.0,30289.62,0.0448,47063.8,0.903,0.12,0.882,0.5879,0,5788.18,37500.0,0,0,0.0024,0
31461.46,15528.21,0.0,15933.25,0.0,24572.01,0.935,0.086,0.937,0.5064,0,9943.28,0.0,0,0,0.0164,0
46875.04,25985.71,1500.0,19389.33,0.032,11722.26,0.81,0.125,0.889,0.4456,0,3881.41,18000.0,0,0,0.0945,0
104494.32,65411.01,10000.0,29083.31,0.0957,27169.8,0.817,0.158,0.916,0.374,0,6625.57,180000.0,0,0,0.0266,0
40646.91,30107.76,0.0,10539.15,0.0,18715.14,0.821,0.132,0.854,0.2593,0,5166.91,0.0,0,0,0.1107,0
117458.36,70441.81,3000.0,44016.56,0.0255,16300.17,0.761,0.211,0.859,0.4003,0,9668.39,54000.0,0,0,0.0171,0
29812.13,21993.01,1500.0,6319.12,0.0503,17686.99,0.869,0.215,0.814,0.2623,0,3558.4,18000.0,0,0,0.3684,0
40484.5,28132.36,1500.0,10852.14,0.0371,12876.96,0.717,0.109,0.814,0.3051,0,4827.36,18000.0,0,0,0.2821,0
38955.65,22441.88,3000.0,13513.77,0.077,16756.78,0.842,0.179,0.837,0.4239,0,4967.55,36000.0,0,0,0.2433,0
29521.33,25992.4,6000.0,-2471.07,0.2032,2360.51,0.631,0.384,0.649,0.1195,2,5199.97,144000.0,0,0,0.9996,1
105402.03,66269.07,3000.0,36132.95,0.0285,34410.75,0.654,0.271,0.874,0.3713,0,6917.39,54000.0,0,0,0.0187,0
38478.85,22851.94,3000.0,12626.91,0.078,15585.7,0.743,0.14,0.79,0.4061,0,3965.48,36000.0,0,0,0.3418,1
46442.97,30843.27,3000.0,12599.7,0.0646,11471.32,0.739,0.125,0.848,0.3359,0,4980.52,36000.0,0,0,0.2972,0
52417.26,31984.09,3000.0,17433.16,0.0572,21386.99,0.708,0.181,0.859,0.3898,0,6286.58,54000.0,1,15,0.1555,0
65424.18,36520.81,3000.0,25903.37,0.0459,27604.85,0.819,0.262,0.83,0.4418,0,14699.53,54000.0,0,0,0.0618,1
64033.56,42056.18,10000.0,11977.38,0.1562,19552.73,0.786,0.233,0.885,0.3432,0,8430.02,180000.0,0,0,0.4675,0
36549.25,30720.66,18000.0,-12171.41,0.4925,500.0,0.587,0.357,0.711,0.1595,3,6924.3,432000.0,0,0,1.0,1
45597.6,33138.31,0.0,12459.29,0.0,13097.87,0.786,0.17,0.916,0.2732,0,4221.74,0.0,0,0,0.1418,1
30928.62,22172.42,3000.0,5756.2,0.097,12572.34,0.792,0.164,0.903,0.2831,0,3747.06,36000.0,0,0,0.453,0
36892.34,27264.87,6000.0,3627.47,0.1626,3707.8,0.505,0.309,0.694,0.261,1,6916.41,144000.0,0,0,0.9952,1
39810.38,16797.0,0.0,23013.39,0.0,20805.73,0.93,0.119,0.962,0.5781,0,5160.98,0.0,0,0,0.0125,0
50320.86,29666.84,3000.0,17654.02,0.0596,15874.0,0.882,0.222,0.802,0.4104,0,5744.45,36000.0,0,0,0.2152,0
43923.37,32327.84,0.0,11595.53,0.0,14679.54,0.746,0.236,0.78,0.264,0,4591.39,0.0,0,0,0.3564,0
39385.58,28376.13,3000.0,8009.45,0.0762,4697.54,0.824,0.174,0.801,0.2795,0,4227.23,36000.0,0,0,0.6111,0
35370.2,22414.84,0.0,12955.36,0.0,6372.76,0.818,0.182,0.763,0.3663,1,3298.15,0.0,0,0,0.6204,0
45354.74,35392.53,6000.0,3962.21,0.1323,1836.93,0.654,0.268,0.731,0.2197,1,5917.3,144000.0,1,17,0.9852,1
44056.45,32361.18,1500.0,10195.27,0.034,14759.76,0.801,0.154,0.794,0.2655,0,4018.96,18000.0,0,0,0.2852,0
85848.43,50097.64,2500.0,33250.8,0.0291,22798.46,0.938,0.128,0.944,0.4164,0,5478.32,37500.0,0,0,0.0064,0
54018.06,25757.54,5000.0,23260.52,0.0926,39276.65,0.967,0.117,0.907,0.5232,0,5080.29,75000.0,0,0,0.0091,0
32272.26,18629.02,0.0,13643.24,0.0,12340.18,0.826,0.192,0.844,0.4228,0,4113.36,0.0,0,0,0.1859,0
40474.23,30191.28,1500.0,8782.95,0.0371,11149.12,0.883,0.196,0.756,0.2541,1,3296.86,18000.0,0,0,0.6912,1
69270.01,43583.78,6000.0,19686.23,0.0866,13482.36,0.7,0.2,0.851,0.3708,1,13187.52,108000.0,0,0,0.5639,0
34708.62,20550.71,1500.0,12657.91,0.0432,13493.03,0.876,0.12,0.771,0.4079,0,3829.23,18000.0,0,0,0.2123,1
30000.0,12671.84,0.0,17328.16,0.0,13902.27,0.966,0.139,0.903,0.5776,0,5267.08,0.0,0,0,0.0462,0
121962.85,78372.32,15000.0,28590.53,0.123,16627.05,0.663,0.179,0.81,0.3574,1,13133.28,270000.0,0,0,0.4389,1
30481.06,20182.99,0.0,10298.07,0.0,7786.91,0.715,0.21,0.801,0.3379,0,3383.0,0.0,0,0,0.4642,0
107399.93,64342.69,15000.0,28057.24,0.1397,26169.69,0.828,0.236,0.94,0.4009,0,9290.78,270000.0,0,0,0.0661,0
75788.92,32586.45,0.0,43202.47,0.0,37458.57,0.914,0.116,0.896,0.57,0,6153.17,0.0,0,0,0.0008,0
27755.16,22174.07,6000.0,-418.92,0.2162,2944.44,0.697,0.397,0.564,0.2011,2,4307.47,144000.0,1,33,0.9997,1
19148.79,13538.53,14000.0,-8389.74,0.7311,1249.22,0.607,0.365,0.727,0.293,1,4038.67,336000.0,0,0,1.0,1
38025.58,23302.77,0.0,14722.82,0.0,9900.56,0.85,0.131,0.867,0.3872,0,4535.48,0.0,0,0,0.1203,0
32003.19,27871.08,10000.0,-5867.9,0.3125,2164.08,0.555,0.349,0.67,0.1291,3,4164.27,240000.0,0,0,1.0,1
31838.26,18920.02,0.0,12918.25,0.0,8497.75,0.726,0.24,0.775,0.4057,0,3738.8,0.0,0,0,0.4639,1
39611.71,28558.13,14000.0,-2946.42,0.3534,4007.81,0.582,0.316,0.644,0.279,3,7114.61,336000.0,1,33,1.0,1
35906.71,26063.4,0.0,9843.31,0.0,11835.81,0.872,0.149,0.813,0.2741,0,3980.64,0.0,0,0,0.2036,0
31292.8,22101.48,10000.0,-808.68,0.3196,2462.7,0.535,0.313,0.719,0.2937,2,5095.19,240000.0,1,10,0.9997,1
25501.41,17489.52,1500.0,6511.89,0.0588,13101.11,0.854,0.242,0.77,0.3142,0,3958.65,18000.0,0,0,0.5764,0
42722.61,27636.62,1500.0,13585.99,0.0351,14819.47,0.712,0.183,0.885,0.3531,0,3795.92,18000.0,0,0,0.2305,0
102116.44,61015.91,6000.0,35100.53,0.0588,8093.19,0.794,0.283,0.801,0.4025,1,10603.64,108000.0,1,20,0.366,0
56388.01,24350.23,2500.0,29537.78,0.0443,33887.48,0.97,0.139,0.944,0.5682,0,6656.97,37500.0,1,4,0.0045,0
143466.27,83023.37,15000.0,45442.9,0.1046,30514.16,0.764,0.291,0.801,0.4213,0,12454.68,270000.0,1,22,0.0256,0
36804.85,20692.7,1500.0,14612.15,0.0408,5924.06,0.776,0.107,0.807,0.4378,0,5969.76,18000.0,0,0,0.2882,1
40335.79,28574.03,4500.0,7261.76,0.1116,12107.32,0.894,0.173,0.868,0.2916,0,4323.45,54000.0,0,0,0.4391,0
132484.59,86002.41,3000.0,43482.18,0.0226,25399.96,0.825,0.219,0.832,0.3508,1,9760.37,54000.0,1,14,0.0262,0
67248.98,32152.57,0.0,35096.41,0.0,42837.19,0.972,0.054,0.966,0.5219,0,8196.69,0.0,1,2,0.0005,0
73530.23,37142.06,2500.0,33888.17,0.034,37891.21,0.961,0.134,0.956,0.4949,0,9983.63,37500.0,0,0,0.0019,0
30781.46,17677.44,0.0,13104.02,0.0,10667.84,0.711,0.203,0.763,0.4257,0,3278.7,0.0,0,0,0.3887,1
42017.88,31216.64,3000.0,7801.24,0.0714,5510.72,0.875,0.126,0.795,0.2571,0,5335.41,36000.0,0,0,0.4791,1
25318.03,15157.63,4500.0,5660.4,0.1777,13425.91,0.851,0.226,0.847,0.4013,0,4936.47,54000.0,0,0,0.7398,1
38875.51,32578.7,10000.0,-3703.19,0.2572,634.16,0.676,0.495,0.623,0.162,1,5887.75,240000.0,1,25,0.9997,1
35175.04,24823.27,1500.0,8851.77,0.0426,12123.4,0.794,0.22,0.758,0.2943,0,4193.88,18000.0,0,0,0.5291,0
36528.09,22260.78,0.0,14267.31,0.0,14022.16,0.866,0.202,0.79,0.3906,0,4520.14,0.0,0,0,0.1901,0
57994.94,33735.94,0.0,24259.01,0.0,38690.31,0.96,0.143,0.971,0.4183,0,6028.52,0.0,0,0,0.0031,0
69532.09,29375.98,0.0,40156.11,0.0,31590.87,0.915,0.139,0.976,0.5775,0,5520.05,0.0,0,0,0.0013,0
105368.27,73248.48,6000.0,26119.79,0.0569,22554.94,0.763,0.195,0.888,0.3048,0,8719.72,108000.0,0,0,0.0567,0
39550.01,26511.72,1500.0,11538.29,0.0379,6430.21,0.778,0.163,0.892,0.3297,0,5963.32,18000.0,0,0,0.3194,1
55404.33,29401.3,5000.0,21003.02,0.0902,31462.79,0.975,0.15,0.908,0.4693,0,7253.59,75000.0,0,0,0.0231,0
24074.4,13919.01,1500.0,8655.38,0.0623,10403.72,0.762,0.236,0.864,0.4218,0,4678.21,18000.0,0,0,0.5317,1
39467.63,29553.85,1500.0,8413.78,0.038,14477.4,0.842,0.108,0.857,0.2512,0,5335.54,18000.0,0,0,0.1907,0
81154.78,51765.13,6000.0,23389.65,0.0739,27550.62,0.844,0.165,0.875,0.3621,0,8934.21,108000.0,1,5,0.041,0
75779.92,42813.94,6000.0,26965.98,0.0792,32567.53,0.659,0.292,0.822,0.435,1,6752.24,108000.0,1,6,0.2689,0
30188.6,20917.65,1500.0,7770.94,0.0497,15901.34,0.722,0.24,0.827,0.3071,0,4503.06,18000.0,0,0,0.5063,0
47559.97,24184.91,0.0,23375.06,0.0,23663.6,0.931,0.117,0.949,0.4915,0,6693.72,0.0,0,0,0.0104,0
34206.71,24196.43,4500.0,5510.27,0.1316,18839.77,0.82,0.128,0.883,0.2926,1,4740.69,54000.0,0,0,0.6434,1
56893.08,36805.89,15000.0,5087.19,0.2637,12661.36,0.776,0.268,0.826,0.3531,0,10788.31,270000.0,0,0,0.9321,1
76088.04,42732.72,0.0,33355.32,0.0,23287.89,0.914,0.115,0.979,0.4384,0,5178.87,0.0,0,0,0.0038,0
42228.1,30360.36,0.0,11867.74,0.0,9945.61,0.765,0.135,0.904,0.281,0,4968.41,0.0,0,0,0.1657,0
41740.06,19531.66,2500.0,19708.4,0.0599,45502.79,0.947,0.079,0.895,0.5321,0,7075.99,37500.0,0,0,0.0052,0
32104.88,25232.51,14000.0,-7127.63,0.4361,899.92,0.548,0.399,0.721,0.2141,4,7835.14,336000.0,1,33,1.0,1
40616.6,23857.67,1500.0,15258.94,0.0369,12618.59,0.849,0.239,0.86,0.4126,1,4034.02,18000.0,0,0,0.4918,0
20285.85,11163.0,3000.0,6122.85,0.1479,15270.14,0.85,0.212,0.809,0.4497,0,4079.92,36000.0,0,0,0.6635,0
29786.32,16859.3,3000.0,9927.01,0.1007,12681.66,0.702,0.244,0.838,0.434,1,3173.99,36000.0,0,0,0.8452,1
76730.16,36235.4,0.0,40494.76,0.0,25692.28,0.969,0.087,0.882,0.5278,0,8272.61,0.0,0,0,0.0019,0
63858.62,35202.64,0.0,28655.98,0.0,23764.91,0.934,0.059,0.9,0.4487,0,7408.44,0.0,0,0,0.0055,0
33653.85,27101.43,10000.0,-3447.59,0.2971,1939.89,0.675,0.301,0.51,0.1947,2,5380.63,240000.0,0,0,0.9999,1
45498.77,26594.81,1500.0,17403.96,0.033,5881.23,0.796,0.169,0.916,0.4155,0,5852.9,18000.0,0,0,0.191,0
57148.45,28046.6,5000.0,24101.84,0.0875,43741.25,0.972,0.074,0.9,0.5092,0,9501.39,75000.0,0,0,0.0045,0
109131.61,66874.2,6000.0,36257.41,0.055,30767.91,0.843,0.242,0.909,0.3872,0,12029.54,108000.0,0,0,0.0119,0
39454.21,27091.45,0.0,12362.77,0.0,19297.4,0.82,0.167,0.851,0.3133,0,5146.35,0.0,0,0,0.1144,0
63068.76,39874.02,10000.0,13194.74,0.1586,16549.25,0.791,0.252,0.859,0.3678,0,8293.36,180000.0,0,0,0.5597,0
91595.48,62407.09,6000.0,23188.39,0.0655,26928.61,0.819,0.174,0.803,0.3187,0,6673.17,108000.0,1,17,0.0649,0
104650.43,53229.81,10000.0,41420.62,0.0956,15806.56,0.684,0.255,0.834,0.4914,0,10333.44,180000.0,0,0,0.0811,0
66973.19,41087.24,3000.0,22885.95,0.0448,15389.78,0.726,0.272,0.827,0.3865,0,8955.22,54000.0,0,0,0.2352,0
80553.08,32854.69,0.0,47698.39,0.0,24557.12,0.931,0.115,0.977,0.5921,0,9934.38,0.0,0,0,0.0009,0
35144.59,21553.01,0.0,13591.58,0.0,7448.54,0.787,0.151,0.771,0.3867,0,5659.31,0.0,0,0,0.2915,1
44331.89,28170.09,0.0,16161.8,0.0,18045.41,0.774,0.189,0.81,0.3646,0,3349.39,0.0,0,0,0.1412,1
52443.24,41854.01,18000.0,-7410.77,0.3432,1538.2,0.609,0.37,0.731,0.2019,3,4446.2,432000.0,0,0,1.0,1
89158.47,54466.11,10000.0,24692.36,0.1122,34889.64,0.738,0.252,0.816,0.3891,1,12751.39,180000.0,1,9,0.2453,0
51903.24,35125.1,1500.0,15278.14,0.0289,8099.6,0.823,0.222,0.754,0.3233,0,5275.67,18000.0,0,0,0.4073,1
65578.49,39240.52,0.0,26337.97,0.0,51669.59,0.939,0.059,0.896,0.4016,0,5777.7,0.0,1,11,0.0009,0
42193.84,30089.16,1500.0,10604.68,0.0356,20681.81,0.7,0.214,0.877,0.2869,0,5708.76,18000.0,0,0,0.2548,0
55984.49,50347.1,6000.0,-362.61,0.1072,3796.63,0.565,0.296,0.724,0.1007,3,4422.57,144000.0,1,27,0.999,1
32069.85,26929.68,10000.0,-4859.83,0.3118,2045.7,0.633,0.454,0.594,0.1603,3,4651.66,240000.0,0,0,1.0,1
27309.03,19418.2,1500.0,6390.83,0.0549,5965.34,0.787,0.198,0.759,0.2889,0,4880.84,18000.0,0,0,0.6873,0
54632.56,29748.02,2500.0,22384.54,0.0458,43880.87,0.977,0.072,0.935,0.4555,0,9993.24,37500.0,0,0,0.0028,0
67375.01,30077.94,0.0,37297.07,0.0,8713.51,0.946,0.084,0.898,0.5536,0,5246.4,0.0,1,7,0.0086,0
106802.25,63725.02,6000.0,37077.23,0.0562,23670.06,0.748,0.26,0.885,0.4033,0,7309.86,108000.0,1,13,0.0317,0
40797.98,29186.01,0.0,11611.98,0.0,2117.35,0.77,0.223,0.86,0.2846,0,5536.01,0.0,0,0,0.4402,0
68569.28,40416.33,0.0,28152.95,0.0,29984.85,0.911,0.083,0.883,0.4106,0,6977.61,0.0,1,10,0.005,0
60291.85,26715.33,0.0,33576.52,0.0,30150.34,0.96,0.065,0.967,0.5569,0,6147.09,0.0,0,0,0.0015,0
66332.08,31156.8,2500.0,32675.28,0.0377,35301.51,0.925,0.15,0.955,0.5303,0,7116.3,37500.0,0,0,0.0034,0
37346.93,27490.93,1500.0,8356.0,0.0402,10533.59,0.717,0.233,0.796,0.2639,0,3891.27,18000.0,0,0,0.5981,1
53236.56,28934.46,0.0,24302.1,0.0,60406.87,0.963,0.068,0.958,0.4565,0,8416.04,0.0,0,0,0.0004,0
124475.84,64136.22,15000.0,45339.63,0.1205,29051.72,0.845,0.241,0.872,0.4847,0,8955.22,270000.0,0,0,0.0132,0
23347.91,17733.51,10000.0,-4385.6,0.4283,1847.62,0.563,0.344,0.655,0.2405,3,6942.23,240000.0,1,6,1.0,1
39335.74,26182.98,0.0,13152.77,0.0,17842.72,0.751,0.196,0.896,0.3344,0,4501.26,0.0,0,0,0.1385,0
64129.84,32281.15,5000.0,26848.69,0.078,42568.78,0.963,0.141,0.902,0.4966,0,9212.36,75000.0,0,0,0.0055,0
97226.44,60513.75,3000.0,33712.68,0.0309,20974.43,0.745,0.252,0.895,0.3776,0,14094.3,54000.0,0,0,0.0372,0
63727.28,35732.75,0.0,27994.53,0.0,16882.63,0.942,0.074,0.956,0.4393,0,9279.88,0.0,1,8,0.0079,0
35000.0,22036.83,15000.0,-2036.83,0.4286,32368.43,0.733,0.197,0.858,0.3704,0,6662.05,270000.0,0,0,0.9509,1
35321.97,18460.02,5000.0,11861.95,0.1416,41466.72,0.976,0.108,0.884,0.4774,0,8529.31,75000.0,0,0,0.0359,0
36256.39,20271.48,4500.0,11484.92,0.1241,11064.37,0.808,0.205,0.891,0.4409,0,5647.82,54000.0,0,0,0.4842,0
38126.26,32203.65,6000.0,-77.39,0.1574,2875.67,0.636,0.422,0.726,0.1553,1,6339.65,144000.0,0,0,0.9971,1
38289.76,27319.35,0.0,10970.42,0.0,9100.39,0.805,0.131,0.771,0.2865,0,3237.45,0.0,0,0,0.2775,0
94962.26,38535.44,2500.0,53926.82,0.0263,42019.67,0.967,0.122,0.893,0.5942,0,8361.26,37500.0,0,0,0.0003,0
37475.27,30980.29,14000.0,-7505.03,0.3736,4088.39,0.661,0.416,0.582,0.1733,1,7588.23,336000.0,0,0,0.9999,1
85743.48,59916.03,10000.0,15827.44,0.1166,25524.65,0.657,0.274,0.843,0.3012,0,8808.83,180000.0,0,0,0.3985,1
84420.97,47497.79,0.0,36923.18,0.0,16407.99,0.917,0.117,0.947,0.4374,0,5079.73,0.0,1,6,0.0054,0
59881.37,26674.79,0.0,33206.59,0.0,21434.98,0.94,0.131,0.954,0.5545,0,7697.09,0.0,0,0,0.0052,0
15979.17,11920.75,14000.0,-9941.58,0.8761,3587.93,0.605,0.252,0.708,0.254,3,6647.32,336000.0,0,0,1.0,1
50287.93,24631.91,0.0,25656.02,0.0,25117.26,0.955,0.147,0.916,0.5102,0,9488.07,0.0,0,0,0.0101,0
36552.08,27046.05,6000.0,3506.03,0.1641,3254.43,0.598,0.363,0.583,0.2601,4,7290.33,144000.0,1,10,0.9999,1
71537.43,49000.08,3000.0,19537.35,0.0419,38051.52,0.703,0.159,0.919,0.315,0,8834.46,54000.0,0,0,0.0245,0
36602.31,21940.72,0.0,14661.59,0.0,7014.64,0.875,0.177,0.874,0.4006,0,4095.49,0.0,0,0,0.1695,0
59162.29,33962.75,5000.0,20199.54,0.0845,28438.06,0.906,0.085,0.976,0.4259,0,8218.21,75000.0,1,11,0.0171,0
55552.51,32104.92,5000.0,18447.59,0.09,25134.14,0.949,0.127,0.954,0.4221,0,9136.38,75000.0,0,0,0.0339,0
73754.3,36485.33,0.0,37268.96,0.0,21548.33,0.964,0.12,0.974,0.5053,0,8245.95,0.0,0,0,0.0027,0
34824.5,29886.98,10000.0,-5062.48,0.2872,1913.42,0.691,0.463,0.574,0.1418,1,5186.63,240000.0,0,0,0.9998,1
57421.06,41261.76,10000.0,6159.3,0.1742,735.3,0.563,0.384,0.665,0.2814,3,4547.02,240000.0,1,26,0.9997,1
41520.17,36253.53,10000.0,-4733.37,0.2408,2816.32,0.576,0.483,0.679,0.1268,4,7187.9,240000.0,1,9,1.0,1
40190.34,28004.66,0.0,12185.68,0.0,9853.78,0.76,0.17,0.754,0.3032,0,3951.27,0.0,0,0,0.3458,1
37778.32,28899.47,10000.0,-1121.15,0.2647,4625.16,0.589,0.335,0.712,0.235,2,7330.89,240000.0,0,0,0.9995,1
38499.45,25099.87,1500.0,11899.58,0.039,13358.12,0.743,0.208,0.764,0.348,0,4712.31,18000.0,0,0,0.4421,1
20754.78,16905.82,6000.0,-2151.04,0.2891,3121.69,0.541,0.258,0.628,0.1854,1,5877.58,144000.0,1,27,0.9991,1
43577.46,31765.37,0.0,11812.09,0.0,7571.27,0.862,0.184,0.843,0.2711,1,5242.93,0.0,0,0,0.494,0
39536.01,32541.34,10000.0,-3005.33,0.2529,500.0,0.614,0.309,0.536,0.1769,1,6957.16,240000.0,1,19,0.9994,1
83601.65,46723.98,0.0,36877.67,0.0,33524.23,0.942,0.146,0.889,0.4411,0,9811.32,0.0,0,0,0.0023,0
32417.99,24192.43,10000.0,-1774.44,0.3085,3110.04,0.507,0.458,0.712,0.2537,2,5410.11,240000.0,0,0,0.9999,1
95771.15,61878.35,10000.0,23892.8,0.1044,26892.34,0.799,0.245,0.864,0.3539,1,11858.72,180000.0,0,0,0.2636,0
41015.87,24819.81,0.0,16196.06,0.0,4782.37,0.805,0.125,0.886,0.3949,0,4721.59,0.0,0,0,0.1492,0
30959.28,22031.94,3000.0,5927.34,0.0969,5131.44,0.745,0.192,0.791,0.2884,1,5856.37,36000.0,0,0,0.912,0
76282.4,41512.86,2500.0,32269.54,0.0328,36282.95,0.977,0.11,0.944,0.4558,0,8349.45,37500.0,0,0,0.0021,0
29955.55,19505.65,1500.0,8949.9,0.0501,10531.91,0.899,0.192,0.884,0.3488,0,5494.64,18000.0,0,0,0.2972,0
45746.05,23318.03,2500.0,19928.02,0.0546,40383.86,0.947,0.142,0.97,0.4903,1,8337.14,37500.0,1,10,0.0214,0
25951.34,14295.02,0.0,11656.32,0.0,10328.98,0.701,0.208,0.822,0.4492,0,5285.16,0.0,0,0,0.3711,0
86272.84,51099.9,6000.0,29172.94,0.0695,26363.21,0.694,0.182,0.861,0.4077,2,6007.68,108000.0,0,0,0.3159,0
